Hours_Studied	Attendance	Access_to_Resources	Sleep_Hours	Previous_Scores	Tutoring_Sessions	Exam_Score												
18	64	Medium	8	90	1	63												
18	67	High	7	87	5	66												
17	60	Medium	5	97	1	62												
12	84	Medium	7	50	3	65												
19	95	High	9	68	3	73												
17	87	High	7	68	1	70												
2	99	Low	9	52	0	62												
32	63	High	8	91	2	68												
27	96	Low	7	84	1	74												
18	93	Medium	7	76	2	96												
20	73	High	5	70	1	66												
13	99	High	6	95	0	69												
30	72	High	6	63	1	70												
31	96	Low	8	67	2	73												
21	95	Low	7	98	1	69												
26	90	High	9	53	1	71												
21	83	Low	7	89	0	65												
12	65	Low	6	86	1	62												
18	81	High	6	95	1	69												
21	74	Medium	6	55	3	65												
17	92	Medium	7	99	1	68												
19	90	Low	6	51	1	65												
19	96	High	5	67	4	72												
20	61	High	9	54	2	67												
20	92	Low	7	53	2	68												
14	98	Medium	7	98	0	68												
16	92	Medium	6	86	2	66												
12	65	High	5	75	0	62												
26	63	Medium	7	55	2	65												
7	61	High	4	76	1	60												
27	85	Medium	8	66	2	70												
28	85	Medium	6	64	1	68												
18	99	High	7	81	1	72												
4	76	Medium	8	90	2	63												
18	73	High	7	72	1	63												
20	85	Medium	5	75	1	67												
14	93	Low	9	83	4	68												
17	97	Medium	5	56	2	69												
29	92	Medium	4	91	1	75												
24	77	Medium	8	92	0	67												
14	85	High	5	77	2	69												
10	94	Medium	9	59	0	65												
18	80	High	8	75	2	65												
19	69	Medium	7	55	1	63												
23	67	Medium	6	88	2	65												
17	60	Low	6	66	0	58												
23	89	High	6	66	0	70												
32	64	Low	6	97	1	66												
25	70	Low	9	71	2	63												
20	72	Low	6	89	1	62												
19	82	Medium	8	82	2	69												
18	76	Medium	9	66	1	66												
27	87	Low	6	56	0	68												
16	62	Medium	8	90	2	62												
20	65	Medium	6	88	0	64												
20	80	High	7	58	0	65												
17	73	High	6	62	2	64												
12	72	Medium	6	88	2	65												
22	63	Medium	7	99	3	65												
20	96	Medium	5	92	0	70												
23	88	High	8	84	2	71												
17	65	Medium	5	96	2	65												
27	63	Medium	5	64	1	67												
15	99	High	7	50	4	68												
30	87	High	6	66	1	73												
10	77	High	8	99	0	64												
23	88	High	7	94	3	71												
23	90	High	5	53	2	70												
15	91	High	8	75	4	68												
23	79	Medium	7	54	2	68												
28	77	High	7	89	3	68												
7	60	High	10	69	0	59												
23	97	Medium	9	96	2	74												
5	84	Medium	7	53	1	62												
14	68	Low	5	87	2	64												
30	97	High	5	70	0	76												
17	97	Medium	9	63	2	70												
13	100	Medium	6	76	0	69												
19	95	Medium	7	74	0	69												
32	100	High	5	67	4	74												
9	70	Medium	8	82	2	62												
14	94	Medium	9	83	2	70												
29	93	Medium	9	54	4	71												
31	69	Low	6	80	4	68												
19	64	Low	8	86	3	66												
13	99	Medium	7	54	3	67												
33	72	Medium	8	83	3	71												
30	95	Medium	7	90	3	74												
24	60	Medium	6	92	3	65												
15	61	Low	9	52	1	60												
20	79	High	7	85	2	69												
19	70	Medium	6	90	2	65												
22	88	Low	7	70	3	69												
29	83	Low	6	77	1	70												
25	63	Low	8	63	0	65												
14	67	Low	7	66	0	57												
28	76	Medium	6	75	0	68												
22	67	High	10	58	2	67												
24	92	Medium	5	69	2	70												
29	77	Medium	8	65	1	68												
13	64	High	7	62	1	62												
20	79	Medium	5	74	1	67												
17	64	High	6	92	0	66												
11	65	Low	5	62	2	60												
22	70	Low	10	83	0	65												
35	94	Medium	7	63	1	75												
9	97	Medium	7	57	4	67												
20	93	High	10	97	1	71												
24	73	Low	6	82	0	63												
21	71	Medium	9	55	2	67												
19	82	Medium	8	82	2	68												
12	89	Low	4	59	2	65												
21	100	High	6	94	1	72												
15	65	Medium	8	62	1	61												
7	62	High	7	90	1	60												
27	88	High	7	60	2	72												
26	93	Medium	6	78	2	72												
20	94	Medium	6	96	2	70												
21	87	Medium	7	65	2	67												
26	98	Medium	10	54	0	71												
21	80	Low	6	78	0	66												
25	97	High	6	59	0	72												
18	99	Medium	7	86	1	70												
28	94	Low	5	80	2	71												
22	72	Low	8	67	2	64												
21	68	Medium	5	85	3	66												
12	82	Low	5	62	2	64												
22	78	Medium	5	96	0	67												
15	95	Low	5	67	3	67												
16	64	Low	9	88	1	64												
15	70	Medium	8	63	0	61												
14	90	High	8	86	4	99												
33	64	Medium	8	52	3	67												
28	73	High	7	65	3	72												
32	75	Low	7	55	1	66												
13	85	High	9	73	3	68												
20	66	Low	9	72	1	64												
12	94	High	5	68	1	69												
16	78	High	10	99	0	65												
14	97	High	5	62	1	66												
27	79	High	6	90	3	73												
18	71	Medium	7	72	0	63												
26	66	Medium	7	67	3	66												
24	60	Medium	10	60	3	65												
34	81	Medium	9	82	1	71												
11	64	Low	8	67	1	58												
28	76	Medium	9	91	0	68												
27	84	Medium	8	98	0	69												
14	71	Low	6	61	0	63												
26	67	Medium	8	56	1	66												
22	91	Medium	7	66	0	69												
19	98	Low	6	73	3	69												
15	64	Medium	9	65	2	63												
16	66	High	7	99	1	65												
32	98	High	5	89	2	76												
20	62	Medium	6	98	0	67												
25	99	Medium	8	69	1	70												
15	60	Low	9	65	1	60												
15	95	Low	8	70	2	68												
26	72	Medium	8	76	1	68												
12	98	High	6	87	2	70												
18	73	High	7	94	1	68												
20	86	High	7	73	3	69												
21	63	Medium	7	64	0	62												
19	70	Low	7	66	1	64												
22	91	Medium	6	85	2	71												
24	81	Medium	8	78	1	68												
24	97	Medium	5	74	0	72												
14	77	Medium	5	60	1	64												
18	95	High	6	94	6	73												
27	78	High	8	89	0	69												
25	99	Medium	8	57	1	70												
12	98	High	4	68	3	69												
22	73	Low	8	77	1	64												
8	95	Medium	7	73	2	66												
20	94	Medium	6	70	1	69												
31	68	Medium	7	86	1	68												
14	85	Low	5	53	4	65												
15	63	Low	7	74	4	62												
25	93	High	5	63	2	75												
11	67	Medium	6	54	0	60												
16	63	High	6	73	0	63												
24	76	Low	8	59	2	66												
16	83	Medium	7	63	0	67												
19	94	Medium	8	75	1	68												
24	99	Medium	5	99	0	72												
23	78	Medium	7	84	0	66												
22	62	Medium	8	64	0	63												
18	90	High	9	69	1	71												
22	83	Medium	5	70	2	67												
19	78	Medium	6	58	1	66												
23	72	Medium	8	58	2	66												
17	80	High	9	57	4	68												
19	74	Medium	7	76	1	66												
14	90	Medium	5	84	0	68												
20	82	Medium	5	80	3	68												
15	95	Medium	7	99	0	68												
13	82	High	8	56	2	66												
22	70	Low	7	99	1	66												
21	94	High	5	73	0	70												
25	82	Medium	9	61	1	68												
17	68	Medium	6	97	2	65												
22	85	High	8	73	1	70												
23	74	Medium	4	67	3	66												
23	94	High	9	61	0	68												
15	78	Medium	6	63	1	64												
21	89	Medium	9	99	0	69												
22	64	Medium	8	65	2	65												
20	76	High	5	99	3	69												
7	99	High	7	67	1	66												
21	92	Low	9	62	1	68												
33	66	Medium	6	59	3	70												
18	71	Medium	9	71	1	65												
16	73	Medium	8	62	0	65												
22	86	Low	9	85	1	68												
22	90	Medium	7	62	0	67												
27	90	High	7	92	0	72												
12	80	High	10	92	1	70												
24	92	High	8	64	1	72												
24	77	High	7	88	1	71												
19	65	Medium	8	93	1	64												
22	83	High	6	80	2	69												
26	98	Medium	7	68	4	73												
25	92	High	9	72	1	70												
13	83	Medium	7	89	1	68												
25	86	Medium	6	65	2	71												
20	97	High	6	67	1	71												
20	77	High	7	58	0	66												
20	73	High	6	70	3	68												
19	99	High	5	54	0	70												
27	95	Medium	5	66	3	72												
19	73	High	9	69	1	66												
13	79	High	7	63	3	65												
18	77	High	7	55	3	66												
21	66	Medium	6	76	3	65												
27	98	Low	6	93	0	72												
24	76	Medium	6	67	2	68												
15	95	Medium	7	62	0	68												
35	68	High	5	64	0	67												
22	82	Medium	9	93	2	68												
28	61	Medium	7	76	1	67												
19	91	High	7	57	3	69												
23	83	Low	8	85	2	65												
25	85	Medium	8	58	2	70												
27	62	Medium	6	53	1	64												
26	68	Medium	8	63	2	66												
25	63	Medium	8	58	1	64												
18	72	High	7	80	1	66												
17	85	Medium	9	74	1	67												
22	83	Low	8	86	3	68												
26	84	Medium	8	76	5	71												
19	82	Low	9	71	1	67												
26	71	Medium	7	76	3	69												
29	70	Low	7	72	1	67												
15	65	High	8	52	4	61												
15	94	Medium	7	84	0	68												
19	85	Low	8	98	2	67												
22	67	Medium	6	71	1	64												
17	67	Medium	4	71	3	63												
28	95	Medium	8	52	3	72												
23	90	Medium	5	95	2	69												
20	86	High	6	96	1	66												
11	76	Medium	8	91	1	64												
12	70	Medium	8	55	2	61												
22	99	High	9	95	2	71												
7	92	Medium	4	51	0	63												
26	72	Low	7	72	2	65												
19	94	Low	7	75	2	71												
39	90	High	8	92	2	78												
34	72	High	9	88	1	73												
19	77	Medium	5	90	1	65												
19	67	Medium	7	93	0	66												
26	64	Low	8	74	3	66												
30	89	Medium	6	89	3	74												
10	71	Low	10	53	4	62												
9	93	Low	6	72	1	66												
16	100	High	7	52	4	71												
23	63	Medium	5	96	2	67												
23	79	Low	7	98	0	69												
26	92	High	4	54	2	72												
13	92	High	7	77	2	72												
6	90	Medium	9	66	2	65												
25	74	High	5	67	1	71												
15	78	Medium	5	73	0	64												
8	84	Low	9	56	1	61												
21	99	Low	9	59	1	69												
25	73	Medium	5	79	1	65												
19	97	Low	10	51	3	69												
17	71	Medium	8	80	2	64												
19	100	Low	9	66	1	69												
18	87	Medium	6	92	1	68												
12	79	Low	9	80	1	63												
16	85	Medium	7	85	1	66												
23	71	Medium	7	56	1	65												
22	71	Medium	8	63	2	66												
21	65	Medium	6	100	3	67												
14	65	High	5	72	3	62												
19	74	High	7	68	2	66												
7	91	Medium	7	94	3	68												
21	84	Medium	6	52	2	68												
29	64	Medium	9	77	0	63												
11	94	Low	10	61	1	66												
16	84	Low	6	68	3	65												
22	98	Medium	7	60	1	72												
28	87	Medium	6	52	4	70												
17	67	Low	10	71	1	63												
16	79	Medium	8	89	0	65												
8	86	Low	8	98	1	65												
21	61	High	9	81	1	66												
32	61	Medium	7	69	0	68												
22	65	Low	7	88	2	64												
20	70	Medium	9	75	3	66												
22	77	Medium	8	68	3	68												
20	79	Medium	6	59	0	64												
15	66	Medium	6	90	2	62												
25	87	Medium	6	75	0	67												
21	84	High	9	98	1	67												
20	72	Medium	9	90	1	65												
14	61	Medium	10	71	2	59												
28	63	High	6	87	0	66												
24	76	Low	7	73	4	68												
17	66	Medium	6	54	2	63												
26	75	Low	7	76	2	68												
17	85	Low	8	93	2	68												
15	82	Medium	7	93	3	66												
15	69	Low	9	79	1	63												
9	74	Low	6	69	3	61												
23	85	Medium	8	51	0	68												
9	94	Low	6	66	0	66												
13	90	High	4	99	1	69												
8	82	High	5	86	0	64												
19	74	Medium	7	86	1	68												
19	75	High	10	88	0	66												
18	95	Medium	6	81	0	68												
14	62	High	7	79	2	62												
13	100	Low	8	73	1	68												
23	87	High	6	72	1	69												
17	87	High	6	94	2	70												
22	62	Medium	7	70	4	65												
15	84	Medium	6	92	3	68												
21	79	High	4	92	0	67												
28	64	Medium	6	89	0	64												
24	71	Medium	8	52	2	63												
18	96	Low	8	57	1	67												
22	82	Low	9	66	1	66												
19	77	Low	9	92	2	67												
20	63	Medium	6	94	2	63												
18	89	Medium	6	52	3	69												
19	88	High	6	66	3	70												
21	85	Medium	7	93	0	70												
14	80	Medium	6	62	0	65												
14	77	Low	7	99	2	64												
12	84	High	6	74	1	67												
10	69	Medium	8	97	1	61												
13	98	High	6	71	1	70												
21	84	Low	6	66	2	68												
15	72	Medium	8	68	0	64												
23	78	Medium	8	94	1	68												
20	92	Low	7	67	1	68												
8	66	High	8	83	0	63												
24	72	Medium	8	73	1	65												
25	87	Medium	10	97	4	69												
14	73	High	8	58	2	63												
23	92	Medium	10	71	1	69												
15	65	Low	7	56	3	61												
21	91	High	9	79	2	69												
12	63	Medium	9	70	1	62												
9	61	High	7	53	0	58												
18	96	High	6	92	2	71												
19	83	Low	6	69	5	69												
18	74	Medium	8	75	1	68												
13	69	Low	5	70	0	61												
18	85	Medium	6	74	3	67												
22	80	High	9	51	2	68												
20	100	Medium	8	91	3	72												
21	99	Low	4	67	1	71												
16	85	Medium	5	86	3	67												
27	78	Medium	10	53	3	68												
13	80	Medium	9	76	0	64												
23	87	High	6	95	3	73												
27	64	Medium	5	70	0	65												
23	73	High	5	60	1	67												
19	63	Medium	8	55	0	63												
17	63	Medium	10	93	0	63												
26	68	Medium	10	62	4	69												
11	79	High	5	99	1	68												
14	91	Medium	7	62	2	68												
18	79	High	6	74	3	69												
27	73	High	7	73	5	73												
22	63	High	5	53	3	66												
14	82	Medium	6	77	3	68												
18	71	Medium	6	84	2	65												
16	85	Medium	8	87	4	67												
16	99	Medium	6	76	2	70												
26	64	High	6	91	1	66												
12	68	High	8	88	3	64												
30	79	High	9	60	1	69												
25	99	Medium	10	70	1	71												
27	91	Low	8	57	0	68												
17	96	Medium	7	57	2	68												
19	73	Medium	9	86	0	66												
11	100	High	9	77	2	70												
17	64	High	8	80	0	65												
23	62	Low	5	87	1	63												
28	94	Medium	9	64	0	70												
13	97	Medium	8	70	0	67												
18	64	Medium	6	80	1	63												
19	65	Medium	6	55	1	64												
12	61	Medium	8	92	2	60												
24	64	Medium	4	67	0	62												
16	68	High	7	83	2	65												
19	99	Low	6	100	0	69												
17	87	High	6	74	1	68												
15	91	Medium	6	61	1	66												
20	91	High	5	61	4	72												
19	81	High	9	53	2	68												
18	92	Medium	4	88	3	69												
16	84	Medium	7	65	1	65												
22	73	Medium	6	59	0	65												
30	82	Medium	10	86	2	70												
21	81	Low	7	65	1	67												
26	93	Medium	4	80	4	73												
12	99	High	8	71	2	70												
21	76	Medium	5	67	1	66												
13	91	Medium	8	74	1	68												
11	64	Medium	8	66	2	61												
16	91	High	9	94	0	70												
27	75	Low	7	54	2	66												
26	62	Medium	8	52	4	67												
21	75	High	7	70	1	69												
11	84	Low	6	59	2	64												
19	65	Medium	9	87	0	65												
22	97	Medium	5	68	7	75												
21	63	Medium	7	63	2	63												
9	97	Medium	6	68	5	69												
15	88	High	8	61	2	68												
20	73	Low	6	65	2	66												
23	76	Medium	6	78	2	66												
7	90	Medium	7	93	4	66												
19	84	Medium	9	69	2	68												
21	87	Medium	6	66	1	65												
25	76	High	6	89	3	70												
24	80	High	5	51	3	68												
23	100	Medium	6	65	1	70												
15	69	Medium	8	73	2	61												
9	77	Low	7	80	3	61												
18	72	High	7	58	6	64												
26	91	Medium	10	72	4	71												
28	91	Medium	4	78	1	72												
24	72	High	10	76	1	66												
23	63	Medium	9	79	0	63												
22	60	Low	7	83	3	62												
17	77	Medium	8	69	3	65												
19	76	Medium	6	53	2	66												
30	100	High	7	53	2	72												
14	79	Medium	10	93	2	68												
30	70	Low	6	84	2	70												
18	96	Medium	7	88	1	70												
28	80	High	6	96	2	73												
12	84	High	6	88	2	67												
24	64	Low	6	85	3	65												
16	75	Low	5	83	1	65												
12	98	Medium	7	63	0	65												
21	84	Medium	7	98	0	70												
26	74	Low	6	77	3	66												
15	85	Medium	4	61	0	65												
11	96	High	7	60	2	68												
19	71	Medium	7	91	3	66												
19	80	Medium	10	63	1	65												
23	98	High	7	52	2	71												
26	67	Medium	8	71	2	65												
20	89	Medium	6	91	0	70												
31	85	Medium	9	71	0	69												
21	87	Medium	6	90	3	71												
18	74	High	8	91	0	67												
10	73	Medium	8	93	3	64												
18	87	Low	8	79	1	82												
18	69	High	10	85	2	66												
26	77	Medium	6	63	1	66												
23	68	Medium	9	55	1	65												
13	60	Medium	9	77	2	61												
21	99	High	7	51	2	72												
24	77	Medium	10	73	3	70												
29	99	Medium	7	55	0	71												
25	66	Medium	7	55	4	84												
25	83	High	7	94	2	72												
20	68	High	5	82	1	67												
22	92	Low	8	82	2	72												
27	91	High	8	70	1	70												
12	65	High	7	71	1	62												
18	96	Medium	10	65	3	71												
15	68	Medium	6	72	3	62												
22	85	Medium	4	79	1	68												
27	99	Medium	10	59	2	74												
16	95	High	9	63	0	68												
6	98	Low	8	75	1	64												
18	74	Medium	6	69	0	65												
25	64	Low	8	91	1	66												
23	68	High	5	91	5	68												
23	80	Medium	7	67	2	67												
18	92	Medium	6	73	1	67												
12	66	High	7	99	2	63												
23	86	High	8	91	2	71												
15	73	High	5	61	1	63												
33	74	Low	8	64	0	66												
23	86	Medium	7	54	2	67												
17	79	High	8	84	0	66												
16	92	Medium	7	66	2	70												
19	66	Medium	8	77	3	64												
19	92	Medium	6	88	1	71												
27	63	High	4	92	0	68												
21	68	Medium	5	66	2	64												
16	86	Medium	6	62	1	66												
31	94	Medium	5	92	1	72												
20	70	Medium	9	69	2	66												
25	73	High	7	91	0	70												
16	81	Medium	8	57	1	66												
22	68	Medium	8	96	1	68												
22	92	Low	7	74	2	70												
9	91	Medium	10	59	0	64												
32	66	High	10	77	3	71												
28	79	High	9	94	2	72												
18	91	Medium	6	69	5	71												
13	73	Low	9	59	0	63												
22	85	Medium	4	79	1	68												
21	62	Medium	9	92	1	63												
22	84	Medium	4	56	0	66												
21	66	Medium	7	52	1	63												
23	93	High	9	53	1	72												
29	74	High	8	62	3	70												
23	71	Medium	5	50	1	65												
14	94	High	7	71	0	67												
28	62	High	8	85	2	66												
30	76	Medium	7	86	1	69												
39	75	High	6	82	1	73												
13	71	High	8	65	2	66												
21	96	Medium	9	87	0	70												
8	90	High	7	79	2	68												
23	63	Medium	9	93	2	65												
17	89	Medium	7	74	1	67												
32	81	Medium	6	59	2	71												
15	96	High	9	82	2	70												
10	73	Low	9	58	5	61												
17	83	Medium	6	98	0	69												
8	80	Medium	6	85	1	63												
25	80	Medium	10	88	0	67												
8	78	Medium	7	84	0	65												
20	68	Medium	7	55	0	63												
8	90	Medium	7	73	3	67												
18	78	High	9	83	2	66												
30	98	Medium	10	61	0	72												
22	70	High	7	84	3	68												
15	87	Medium	10	91	1	67												
20	98	Medium	6	64	1	72												
20	87	High	7	60	0	66												
23	95	Medium	8	94	1	73												
12	93	High	6	50	4	71												
24	74	Low	8	63	1	65												
4	84	Medium	6	70	5	65												
16	66	Medium	5	84	2	65												
17	81	Medium	4	100	2	68												
24	69	Medium	7	69	7	70												
20	90	Low	8	97	1	68												
12	81	Medium	5	68	0	62												
14	76	Medium	7	85	3	66												
21	71	Medium	7	58	3	65												
20	100	Medium	7	73	1	71												
17	63	Medium	6	94	0	61												
17	62	Medium	7	66	2	63												
24	69	High	7	55	3	67												
17	99	Medium	8	76	2	70												
19	99	Medium	5	72	3	73												
33	86	Medium	7	61	1	72												
11	95	Medium	5	95	1	69												
9	69	Medium	7	80	1	61												
25	99	Medium	5	67	1	71												
16	66	Medium	6	100	1	64												
18	64	Medium	7	57	1	61												
15	64	Medium	6	92	3	63												
18	83	Low	9	62	2	65												
30	91	Medium	9	62	3	73												
25	75	Low	8	75	2	68												
25	99	Medium	8	83	1	72												
12	77	Low	7	85	1	62												
13	66	Medium	9	51	3	63												
3	79	Medium	7	64	0	58												
15	87	Medium	10	83	1	68												
26	93	High	6	94	1	74												
23	78	Medium	5	83	1	68												
19	84	Medium	5	63	1	67												
20	71	Medium	5	75	0	65												
16	86	Low	5	82	0	63												
21	99	Low	7	57	2	71												
25	62	Low	8	77	0	62												
10	95	Low	7	74	2	66												
22	82	Medium	5	67	1	65												
26	70	Medium	6	81	0	66												
18	98	Low	8	82	3	71												
24	79	High	6	99	2	68												
37	73	High	6	71	0	72												
19	67	High	5	77	1	66												
22	70	Low	6	58	4	66												
16	93	High	6	77	2	67												
21	85	High	7	52	5	71												
23	97	High	8	57	2	72												
21	69	Medium	7	59	3	64												
14	65	High	7	82	1	60												
21	60	Low	8	78	2	64												
29	80	Low	5	90	2	70												
23	100	Low	10	73	3	72												
26	88	High	6	74	0	68												
19	72	Low	8	58	0	62												
24	95	Low	5	87	0	68												
22	91	High	7	50	2	72												
14	61	Low	7	71	0	60												
22	93	High	9	59	3	72												
14	72	High	7	89	2	65												
16	66	Low	9	84	3	63												
21	69	Low	7	85	2	66												
22	79	Medium	10	57	1	65												
13	77	High	4	83	1	65												
26	72	High	8	85	2	67												
23	67	Medium	4	50	4	65												
16	90	Medium	7	66	0	67												
11	100	Medium	9	54	1	66												
19	91	High	9	84	2	71												
17	72	Medium	8	61	1	64												
21	70	Low	7	63	0	61												
18	69	High	8	54	1	65												
8	65	Medium	10	74	1	61												
18	82	Low	7	52	1	64												
18	84	High	8	92	0	69												
24	88	Medium	6	51	4	71												
16	87	Medium	9	53	3	70												
30	72	Medium	8	82	1	70												
9	73	Medium	6	96	0	62												
28	87	Medium	8	95	2	73												
19	74	High	8	54	0	66												
25	69	Medium	8	64	1	66												
20	75	Medium	7	76	3	66												
27	71	Medium	9	51	3	66												
18	64	Medium	6	76	2	65												
13	93	Low	7	72	2	67												
29	94	Medium	7	79	6	76												
19	69	Medium	9	96	0	66												
21	63	Medium	6	64	1	63												
27	90	Medium	7	82	0	71												
14	68	High	6	71	1	63												
24	76	Low	7	72	1	67												
16	63	Medium	8	82	0	63												
19	69	Medium	5	98	0	66												
20	92	Medium	9	93	3	72												
11	92	Medium	8	82	4	70												
15	68	Low	6	73	0	62												
28	73	Medium	6	71	0	69												
25	65	Medium	9	89	2	66												
20	63	Medium	8	61	2	64												
21	100	Medium	6	79	2	70												
18	86	Medium	6	75	0	67												
28	82	High	8	82	1	71												
19	91	Medium	8	59	1	69												
21	94	Low	8	85	1	70												
27	92	Medium	7	81	0	70												
15	61	Low	8	59	1	61												
29	67	High	7	72	0	65												
11	86	High	6	84	0	67												
30	75	Low	9	95	1	70												
18	99	Medium	8	56	2	67												
19	87	High	6	50	3	68												
9	98	High	7	58	2	69												
17	68	Medium	7	99	1	65												
14	95	Medium	6	88	2	68												
16	73	Medium	7	81	1	67												
19	100	High	6	57	1	70												
26	66	High	8	71	2	68												
21	81	Medium	7	86	1	69												
22	92	Low	5	95	0	70												
13	77	High	7	69	2	67												
15	79	High	6	100	4	70												
31	99	Low	4	57	1	74												
16	77	Low	7	69	1	63												
30	84	Medium	9	94	1	72												
19	62	Medium	7	82	0	62												
20	94	Medium	8	91	1	71												
26	86	Low	7	95	0	68												
28	76	High	6	75	3	72												
19	61	High	6	62	1	64												
18	84	Low	5	85	0	64												
20	61	High	8	78	0	63												
22	60	Medium	8	89	2	66												
25	85	Medium	7	76	2	71												
20	68	High	4	91	4	70												
24	68	Medium	8	95	3	67												
30	86	High	6	87	0	73												
22	62	Medium	7	87	2	64												
22	73	Medium	5	79	4	65												
11	66	Medium	7	74	3	62												
4	83	Medium	7	99	1	64												
22	86	Medium	4	82	1	67												
19	89	High	9	92	5	74												
17	70	Medium	7	75	1	63												
21	64	Low	7	78	1	64												
20	63	Low	8	83	4	64												
27	77	High	7	86	1	70												
21	98	Medium	8	72	3	71												
16	69	Medium	5	68	0	63												
26	70	High	7	62	0	66												
19	64	High	4	71	1	65												
23	84	High	7	61	2	70												
17	87	Low	9	71	2	65												
16	86	Medium	5	94	0	68												
21	94	High	6	99	1	72												
20	79	High	4	79	0	67												
23	65	High	7	57	1	65												
18	72	Medium	8	71	2	66												
9	86	High	8	80	1	67												
17	85	Low	6	69	1	65												
25	81	Medium	4	60	2	68												
18	87	Medium	5	61	2	68												
19	85	High	9	74	1	69												
26	95	Low	8	61	2	71												
16	83	Medium	7	62	0	64												
11	91	High	7	94	1	65												
19	70	Medium	5	89	1	64												
17	87	Medium	9	53	3	67												
14	96	High	6	66	3	70												
19	75	High	8	77	1	66												
23	91	Medium	5	53	3	70												
20	89	High	7	84	1	70												
22	62	Medium	9	69	1	64												
31	83	High	6	70	3	71												
18	65	High	8	63	1	63												
22	99	Medium	5	67	1	72												
17	92	High	6	93	4	72												
15	64	Low	7	89	0	61												
16	65	Low	8	97	2	63												
17	84	High	7	85	0	67												
22	74	Low	8	79	3	67												
34	61	Low	9	63	2	65												
16	82	Medium	6	83	0	64												
18	76	Low	5	95	2	69												
20	64	High	6	53	4	65												
22	92	High	9	72	1	71												
22	97	Medium	6	57	0	70												
28	90	Medium	9	91	0	98												
5	93	Medium	7	81	1	65												
6	69	Medium	10	94	1	63												
17	71	Medium	10	53	0	61												
27	68	Low	9	95	1	67												
11	91	Medium	5	53	0	64												
2	98	Medium	4	64	1	65												
23	89	High	7	58	2	73												
21	95	High	8	57	1	69												
13	86	High	8	59	3	67												
14	76	Medium	6	74	0	63												
14	77	High	5	89	0	67												
21	63	High	8	95	2	66												
16	61	High	10	78	2	64												
23	88	Low	6	58	2	68												
3	78	Medium	8	54	2	61												
15	82	Medium	10	75	1	66												
13	82	Medium	7	88	0	65												
18	71	High	7	81	0	65												
17	79	Medium	8	79	3	67												
25	79	Medium	7	52	1	68												
9	76	Medium	9	71	1	63												
20	93	Medium	6	78	1	70												
23	78	High	7	80	0	68												
31	84	Medium	5	50	2	69												
17	96	Medium	7	60	0	67												
22	95	Medium	5	97	0	69												
9	96	Low	8	75	1	65												
6	71	High	5	85	1	61												
25	61	High	8	65	3	65												
20	70	Medium	6	79	4	67												
27	71	High	10	68	1	66												
12	96	Medium	9	65	2	69												
23	86	Medium	8	71	3	71												
31	63	High	5	73	1	68												
23	65	Medium	6	67	3	65												
22	66	Medium	6	63	1	64												
20	85	Low	6	81	1	68												
11	89	High	9	69	1	64												
28	94	High	7	60	1	71												
16	98	Medium	6	88	1	70												
23	68	Medium	6	86	0	68												
11	72	Medium	6	94	2	63												
13	70	High	8	78	0	61												
29	74	Low	5	64	2	66												
18	97	High	7	93	5	75												
29	83	High	8	64	2	71												
20	90	Medium	4	83	1	69												
9	80	Low	5	60	2	62												
25	61	Medium	7	81	0	65												
16	63	Low	9	92	0	61												
24	82	Medium	9	77	3	69												
20	89	Low	6	74	1	66												
11	69	Medium	9	100	1	64												
21	89	Medium	7	51	1	69												
33	92	High	7	67	6	78												
23	76	High	7	96	2	68												
20	90	High	8	82	2	70												
26	76	Medium	6	77	1	68												
21	87	Low	6	82	0	68												
21	91	Medium	5	66	1	69												
13	100	Low	8	54	0	68												
21	74	Low	8	64	3	80												
26	76	Medium	8	67	1	67												
15	67	Medium	5	74	1	64												
29	68	Low	6	70	0	64												
19	88	Medium	9	76	1	68												
15	97	Medium	7	60	4	67												
26	76	Medium	7	59	0	65												
18	67	High	7	68	0	66												
25	71	Low	8	74	4	67												
18	78	Medium	7	67	0	64												
20	72	Low	6	79	1	66												
23	69	Low	8	66	1	63												
22	89	High	5	59	5	71												
8	60	Medium	9	93	0	62												
13	82	High	6	60	1	64												
26	92	Medium	8	98	2	72												
19	71	Medium	7	99	0	65												
17	84	High	6	85	1	67												
12	87	High	9	75	1	65												
14	86	Low	8	90	0	63												
8	78	High	7	94	1	65												
19	74	Medium	10	85	1	67												
16	93	Medium	8	55	0	67												
14	90	Medium	6	50	0	65												
20	73	High	4	60	1	64												
22	64	Low	7	59	0	64												
33	63	High	9	59	1	69												
11	64	Medium	8	75	1	60												
27	83	Medium	9	76	1	70												
26	62	High	6	86	2	66												
15	73	Medium	7	60	3	66												
21	90	Low	7	55	2	68												
17	72	Medium	7	83	3	62												
21	91	High	8	74	0	70												
29	90	Medium	9	83	0	72												
24	70	Low	10	69	1	64												
23	89	Medium	9	88	1	71												
17	90	High	8	84	1	67												
11	76	Medium	6	83	3	64												
19	68	High	7	51	1	64												
27	81	High	8	93	0	72												
11	97	Low	7	69	3	66												
14	86	Medium	6	57	3	68												
21	67	Medium	6	88	1	95												
14	87	Low	8	74	0	64												
15	77	Medium	7	52	1	64												
17	84	High	7	89	2	68												
12	89	Low	7	72	1	67												
14	81	Medium	6	88	1	67												
24	93	Medium	7	88	1	71												
12	89	Low	6	55	1	63												
10	85	Medium	6	81	3	66												
16	66	High	5	68	2	65												
24	93	Low	7	77	0	68												
